blkID	Label	tag_code0	tag_code1	tag_code2	tag_code3	tag_code4	tag_code5	tag_code6	tag_code7	tag_code8	tag_code9	tag_code10	tag_code11	tag_code12	tag_code13
blk_-4794867979917102672	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_8763662564934652249	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-5861636720645142679	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_7453815855294711849	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-28342503914935090	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_8291449241650212794	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_-5319073033164653435	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-4980916519894289629	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-5974833545991408899	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-5009020203888190378	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_6921674711959888070	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_5165786360127153975	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_2937758977269298350	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_673825774073966710	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-7526945448667194862	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-2094397855762091248	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-8523968015014407246	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_8181993091797661153	Anomaly	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-6276023454199613372	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_4755566011267050000	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-3909548841543565741	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-6809181994368905854	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_8829027411458566099	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_-29548654251973735	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-5073870177832699716	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-8241093737585222406	Normal	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blk_-2480595760294717232	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_7791237942696729620	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_2113880130496815041	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_1064470652608359218	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-1661553043410372067	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-1527267659500322006	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_4886940526690879848	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-2452477352812192142	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-4229375751333894621	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-774267833966018354	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_2513940824125131775	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-1282453782148343691	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-518701095493827363	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-2530087534157630851	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_427714267500527780	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-967145856473901804	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_8408125361497769001	Anomaly	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-1614641487214609125	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_7577595658377008671	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_3777400576053320362	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-5852844080027817147	Normal	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blk_-2129171714384027465	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-2827716238972737794	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-3509323198988774369	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_9093049293972551787	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_1781953582842324563	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-7724713468912166542	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-3358448553918665902	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-5341992729755584578	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_3166960787499091856	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-2918118818249673980	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_8376667364205250596	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-2794533871450434534	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_3763728533434719668	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_6241141267506413726	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-6520030462660619051	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_8466246428293623262	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-3140754468249228022	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_3441699978641526775	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_5739119717322549945	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-305633040016166849	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-6290631608800952376	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_8787656642683881295	Anomaly	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-4841792440390267307	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_5126469776250053435	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_-2032740670708110312	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-62891505109755100	Anomaly	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_2244903517044280975	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_5905933788014151041	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_6296828743242110158	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_2969087638814291714	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_2879780987351022871	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_4934527196392001803	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_7517964792804498202	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_7940316270494947483	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_7154985168984871115	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-6867873931012347356	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_6093743385844975689	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_8692428775973608797	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-6837050820114491742	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-5195432543794777448	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_1636660629634995787	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_467589865104023338	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_7929144620252342335	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-1798958443298220150	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_-54240672253074715	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_-7172347691639518373	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-6412155847905320411	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_699651392443620263	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-8788032532930439012	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-3455521536483250153	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-7017553867379051457	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-1259190292740306590	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-6620182933895093708	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_2028803850179311599	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-8562334328670278932	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-8108913101671416218	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-7640601843607665080	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_7654726977769174867	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_8320088109701056055	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_4585055992495043771	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-4330512786228504138	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_4628142183191390143	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-6766351519628312408	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-476906696485288376	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_-7436749154361133879	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_7061131805920430446	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-684595390732854503	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-6956067134432991406	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_549647953114643908	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_559204981722276126	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-165500353496111884	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-7105305952901940477	Anomaly	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-9103764593642564543	Anomaly	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_3160319368100972992	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-562725280853087685	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_4568377692254637284	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-5217146995455608468	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_7481361125021302112	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-71429470616906355	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-522892190802801712	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-3249711809227781266	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-6329494504520216748	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-207775976836691685	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_5114010683183383297	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-7656610147924319419	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_2096692261399680562	Anomaly	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-6500549130351529113	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-8255732027871411321	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-2896670847306153652	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-8856628810470361280	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_3463540868626173125	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-5309211894896608429	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-1055254430948037872	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_3962600675982666210	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-730776401372551814	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-7553009628768897700	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_3068335169639013019	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-9069971851590882719	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-8924134715029713489	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_278357163850888	Anomaly	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-5135777574223073423	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-1148756466197125339	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_9074030793567748915	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-4067446915270471579	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_3259872359515191972	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_5963816136267066159	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-210021574616486609	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-1547954353065580372	Anomaly	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-8524274644018377752	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-2015110815660478655	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_7484759945731484842	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-4110733372292809607	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-7152190882826520998	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_-6543889749770222531	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_8772892713521115147	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-6979800421545566530	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_8935202950442998446	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-4799092443170733505	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-3010126661650043258	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-5215520749152394224	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_397848436489409658	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_-9181958042427679309	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-5124326558394984439	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-4741127506068309449	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-4937215748597091532	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_541463031152673662	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-7514806214244798312	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_-7007208336332784130	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_6996194389878584395	Anomaly	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-6836642008179678048	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_8060713381303305129	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_5760391051658436046	Anomaly	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-7866582011201618766	Normal	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blk_-7555801584297376435	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-5949883083428548093	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-9162090767925303921	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-4196449318426994195	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_4238127626194855481	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-3805070405372551730	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-2013946318750925538	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_3278280638950561822	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-26568864070436835	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_-9161369067334198861	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-1094025072435547068	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_6534693994677948144	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_7672124247291403094	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-5569558931000121451	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_-4566099704755845087	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-8093500164295459838	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-3787594914477940893	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_426381928692704514	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-7413910507260978729	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_4774656339381154282	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-8227485321105019293	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_5210211633167259832	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_2917692073041583988	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-8558845834445970595	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_3852281952649038166	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-5442040196315589272	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_-6486714614940767660	Anomaly	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_755689327380778318	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_-8847552694913526632	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_7736147489540456118	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_-3677956642639780952	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_3073404534069578592	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_1498192967843651378	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_148513789886825227	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_7229716389774599497	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_4741107979793372752	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_691517018986659607	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_6002109944224710483	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_5095897972833086609	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-3802183646922512795	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_9072829105973334075	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_4841101867353115844	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_1997668456720275587	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_3304535870056962597	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-4853183643928986291	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_6828121630547887549	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_3084588477220583373	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-653434419514937486	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_1104376461837247304	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-5511630179413516751	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_4404895858852856851	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-591552904934794824	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-8408087700903896282	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-5404881839098659470	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_703046261120042821	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_-488298625688742454	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_6465095458973828118	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-9110604833387121363	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_5977008528949258706	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_3781645897486585075	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_-1635752698830216319	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_3070718541088657475	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_-1674094254141559552	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_6080034782037237879	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-8645365827804358878	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_3291173852929756766	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_892900079071425422	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_2243777557693112935	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-8192956077351896648	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_5250287988089075029	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_446513188203036714	Normal	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blk_-2020273862360001901	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_3338047823148530794	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_4210124392039605712	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-6330812010936261924	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-8380267327243110056	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-8077373411465716253	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-9198375937828232046	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_9107849594802857322	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_271142976916798281	Normal	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blk_4029732570544915384	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_679168189072909208	Normal	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blk_6285161494041403917	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-5306443381473737599	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-2466006073687914843	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-6995454028444097802	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blk_344934934043642744	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_4984720043834039361	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_6398122733993275620	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_325981833999429148	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_2568309208894455676	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_1078000656626961731	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-6900989714336081087	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-8306714721294235181	Normal	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blk_-8023826090828946372	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_-1367876730256254709	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-3860894070657427592	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-7983508786213002472	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_5454332143498402824	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-3384560576963801177	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-2901225370888235702	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_3963698556744744747	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_2039230511363331616	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_8482111101480751895	Normal	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blk_-5919767990596301121	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_8457344665564381337	Normal	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blk_2986720270598512615	Normal	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blk_-5719934513583495857	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_-7680599654910200999	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-6050976999174805557	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_1598414622053793245	Normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blk_-7837339190764609698	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_-8187008844253719581	Normal	0	0	0	0	0	0	0	0	0	1	0	0	0	0
blk_4081177399275502985	Normal	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blk_3515154079719300106	Normal	0	0	0	0	0	0	0	1	0	0	0	0	0	0
